ID_Point;Latitude;Longitude;Type_emplacement;Accessibilite;RefStation;Nb_places;RefOp;RefConnecteur;RefFabricant
FR*V75*EBELI*74*1*2;48.834704;2.305529;trottoir;7/7-24/24;FR*V75*EBELI*74;1;OP01;CON02;F1
FR*V75*EBELI*74*1*3;48.834704;2.305529;trottoir;7/7-24/24;FR*V75*EBELI*74;1;OP01;CON01;F1
FR*V75*EBELI*8*1*1;48.884824;2.369992;trottoir;7/7-24/24;FR*V75*EBELI*8;1;OP01;CON01;F1
FR*W75*EVP*0001*0002;48.8648594;2.3329713;trottoir;7/7-24/24;FR*W75*PVP*0001;1;OP02;CON03;F2
FR*W75*EVP*0004*0004;48.869353;2.3382066;trottoir;7/7-24/24;FR*W75*PVP*0004;1;OP02;CON03;F2
FR*W75*EVP*0006*0003;48.86502;2.344388;trottoir;7/7-24/24;FR*W75*PVP*0006;1;OP02;CON03;F2
FR*W75*EVP*0009*0004;48.868181;2.335097;trottoir;7/7-24/24;FR*W75*PVP*0009;1;OP02;CON03;F2
FR*W75*EVP*0011*0004;48.8580079;2.3644786;trottoir;7/7-24/24;FR*W75*PVP*0011;1;OP02;CON03;F2
FR*W75*EVP*0014*0001;48.8589682;2.3673798;trottoir;7/7-24/24;FR*W75*PVP*0014;1;OP02;CON03;F2
FR*W75*EVP*0014*0002;48.8589682;2.3673798;trottoir;7/7-24/24;FR*W75*PVP*0014;1;OP02;CON03;F2
FR*W75*EVP*0029*0003;48.8415;2.338973;trottoir;7/7-24/24;FR*W75*PVP*0029;1;OP02;CON03;F2
FR*W75*EVP*0036*0003;48.8524509;2.3314662;trottoir;7/7-24/24;FR*W75*PVP*0036;1;OP02;CON03;F2
FR*W75*EVP*0040*0005;48.85806;2.310588;trottoir;7/7-24/24;FR*W75*PVP*0040;1;OP02;CON03;F2
FR*W75*EVP*0050*0005;48.87006;2.312597;chaussée;7/7-24/24;FR*W75*PVP*0050;1;OP02;CON03;F2
FR*W75*EVP*0052*0002;48.870601;2.3226488;trottoir;7/7-24/24;FR*W75*PVP*0052;1;OP02;CON03;F2
FR*W75*EVP*0057*0005;48.87236;2.326167;trottoir;7/7-24/24;FR*W75*PVP*0057;1;OP02;CON03;F2
FR*W75*EVP*0058*0005;48.8682112;2.3046348;trottoir;7/7-24/24;FR*W75*PVP*0058;1;OP02;CON03;F2
FR*W75*EVP*0058*0006;48.8682112;2.3046348;trottoir;7/7-24/24;FR*W75*PVP*0058;1;OP02;CON03;F2
FR*W75*EVP*0062*0003;48.8716413;2.3338862;trottoir;7/7-24/24;FR*W75*PVP*0062;1;OP02;CON03;F2
FR*W75*EVP*0067*0001;48.8723178;2.3387762;trottoir;7/7-24/24;FR*W75*PVP*0067;1;OP02;CON03;F2
FR*W75*EVP*0069*0004;48.8791341;2.3560476;trottoir;7/7-24/24;FR*W75*PVP*0069;1;OP02;CON03;F2
FR*W75*EVP*0080*0002;48.8545026;2.370183;trottoir;7/7-24/24;FR*W75*PVP*0080;1;OP02;CON03;F2
FR*W75*EVP*0081*0001;48.8584385;2.3800903;trottoir;7/7-24/24;FR*W75*PVP*0081;1;OP02;CON03;F2
FR*W75*EVP*0092*0006;48.8476733;2.377312;trottoir;7/7-24/24;FR*W75*PVP*0092;1;OP02;CON04;F2
FR*W75*EVP*0094*0003;48.8334137;2.388111;trottoir;7/7-24/24;FR*W75*PVP*0094;1;OP02;CON03;F2
FR*W75*EVP*0097*0004;48.8406851;2.400428;trottoir;7/7-24/24;FR*W75*PVP*0097;1;OP02;CON03;F2
FR*W75*EVP*0101*0004;48.8403578;2.378739;trottoir;7/7-24/24;FR*W75*PVP*0101;1;OP02;CON03;F2
FR*W75*EVP*0101*0006;48.8403578;2.378739;trottoir;7/7-24/24;FR*W75*PVP*0101;1;OP02;CON04;F2
FR*W75*EVP*0106*0006;48.8310493;2.3460584;trottoir;7/7-24/24;FR*W75*PVP*0106;1;OP02;CON03;F2
FR*W75*EVP*0109*0004;48.8205622;2.3643333;trottoir;7/7-24/24;FR*W75*PVP*0109;1;OP02;CON03;F2
FR*W75*EVP*0113*0002;48.8362302;2.3724643;trottoir;7/7-24/24;FR*W75*PVP*0113;1;OP02;CON03;F2
FR*W75*EVP*0116*0003;48.8231521;2.3753988;trottoir;7/7-24/24;FR*W75*PVP*0116;1;OP02;CON03;F2
FR*W75*EVP*0120*0003;48.83912;2.337229;trottoir;7/7-24/24;FR*W75*PVP*0120;1;OP02;CON03;F2
FR*W75*EVP*0124*0002;48.842173;2.323305;trottoir;7/7-24/24;FR*W75*PVP*0124;1;OP02;CON03;F2
FR*W75*EVP*0126*0004;48.8367951;2.3186569;trottoir;7/7-24/24;FR*W75*PVP*0126;1;OP02;CON03;F2
FR*W75*EVP*0127*0005;48.8207604;2.3370783;trottoir;7/7-24/24;FR*W75*PVP*0127;1;OP02;CON03;F2
FR*W75*EVP*0129*0002;48.851832;2.2997986;trottoir;7/7-24/24;FR*W75*PVP*0129;1;OP02;CON03;F2
FR*W75*EVP*0130*0005;48.8483434;2.3010296;mixte;7/7-24/24;FR*W75*PVP*0130;1;OP02;CON03;F2
FR*W75*EVP*0134*0001;48.8415895;2.3183413;trottoir;7/7-24/24;FR*W75*PVP*0134;1;OP02;CON03;F2
FR*W75*EVP*0134*0002;48.8415895;2.3183413;trottoir;7/7-24/24;FR*W75*PVP*0134;1;OP02;CON03;F2
FR*W75*EVP*0141*0003;48.8512259;2.2912934;trottoir;7/7-24/24;FR*W75*PVP*0141;1;OP02;CON03;F2
FR*W75*EVP*0145*0004;48.870343;2.286851;trottoir;7/7-24/24;FR*W75*PVP*0145;1;OP02;CON03;F2
FR*W75*EVP*0146*0006;48.8724415;2.2915577;trottoir;7/7-24/24;FR*W75*PVP*0146;1;OP02;CON03;F2
FR*W75*EVP*0150*0004;48.8669712;2.2858795;trottoir;7/7-24/24;FR*W75*PVP*0150;1;OP02;CON03;F2
FR*W75*EVP*0151*0004;48.8602593;2.2740467;trottoir;7/7-24/24;FR*W75*PVP*0151;1;OP02;CON03;F2
FR*W75*EVP*0155*0006;48.8585701;2.2851211;mixte;7/7-24/24;FR*W75*PVP*0155;1;OP02;CON03;F2
FR*W75*EVP*0164*0005;48.8957574;2.3242009;trottoir;7/7-24/24;FR*W75*PVP*0164;1;OP02;CON03;F2
FR*W75*EVP*0167*0002;48.8876949;2.3050366;trottoir;7/7-24/24;FR*W75*PVP*0167;1;OP02;CON03;F2
FR*W75*EVP*0176*0006;48.895422;2.3499795;trottoir;7/7-24/24;FR*W75*PVP*0176;1;OP02;CON03;F2
FR*W75*EVP*0183*0003;48.8850068;2.3475914;chaussée;7/7-24/24;FR*W75*PVP*0183;1;OP02;CON03;F2
FR*W75*EVP*0192*0005;48.8817709;2.3938462;trottoir;7/7-24/24;FR*W75*PVP*0192;1;OP02;CON03;F2
FR*W75*EVP*0203*0002;48.8730881;2.4092069;trottoir;7/7-24/24;FR*W75*PVP*0203;1;OP02;CON03;F2
FR*W75*EVP*0204*0004;48.8656837;2.3929721;trottoir;7/7-24/24;FR*W75*PVP*0204;1;OP02;CON03;F2
FR*W75*EVP*0206*0003;48.8691502;2.3808934;chaussée;7/7-24/24;FR*W75*PVP*0206;1;OP02;CON03;F2
FR*W75*EVP*0209*0001;48.8518536;2.3982137;trottoir;7/7-24/24;FR*W75*PVP*0209;1;OP02;CON03;F2
FR*W75*EVP*0210*0001;48.8495131;2.4061582;trottoir;7/7-24/24;FR*W75*PVP*0210;1;OP02;CON03;F2
FR*W75*EVP*0213*0003;48.880958;2.310153;trottoir;7/7-24/24;FR*W75*PVP*0213;1;OP02;CON03;F2
FR*W75*EVP*0216*0001;48.843474;2.259294;trottoir;7/7-24/24;FR*W75*PVP*0216;1;OP02;CON03;F2
FR*W75*EVP*0216*0002;48.843474;2.259294;trottoir;7/7-24/24;FR*W75*PVP*0216;1;OP02;CON03;F2
FR*W75*EVP*0218*0001;48.864827;2.275431;trottoir;7/7-24/24;FR*W75*PVP*0218;1;OP02;CON04;F2
FR*W75*EVP*0223*0003;48.843354;2.321462;chaussée;7/7-24/24;FR*W75*PVP*0223;1;OP02;CON03;F2
FR*W75*EVP*0226*0001;48.8612923;2.28423;trottoir;7/7-24/24;FR*W75*PVP*0226;1;OP02;CON03;F2
FR*V75*EBELI*12*1*3;48.824432;2.337009;trottoir;7/7-24/24;FR*V75*EBELI*12;1;OP01;CON01;F1
FR*V75*EBELI*17*1*2;48.845299;2.411118;trottoir;7/7-24/24;FR*V75*EBELI*17;1;OP01;CON02;F1
FR*V75*EBELI*45*1*2;48.858953;2.379874;trottoir;7/7-24/24;FR*V75*EBELI*45;1;OP01;CON02;F1
FR*V75*EBELI*5*1*2;48.865501;2.315463;trottoir;7/7-24/24;FR*V75*EBELI*5;1;OP01;CON02;F1
FR*V75*EBELI*6*1*2;48.882794;2.382705;trottoir;7/7-24/24;FR*V75*EBELI*6;1;OP01;CON02;F1
FR*V75*EBELI*62*1*3;48.880698;2.321369;trottoir;7/7-24/24;FR*V75*EBELI*62;1;OP01;CON01;F1
FR*V75*EBELI*69*1*2;48.847447;2.38804;trottoir;7/7-24/24;FR*V75*EBELI*69;1;OP01;CON02;F1
FR*V75*EBELI*81*1*1;48.891101;2.327102;trottoir;7/7-24/24;FR*V75*EBELI*81;1;OP01;CON01;F1
FR*V75*EBELI*85*1*1;48.872192;2.377671;trottoir;7/7-24/24;FR*V75*EBELI*85;1;OP01;CON01;F1
FR*V75*EBELI*87*1*2;48.865097;2.36554;trottoir;7/7-24/24;FR*V75*EBELI*87;1;OP01;CON02;F1
FR*V75*EBELI*98*1*1;48.850209;2.3616674;trottoir;7/7-24/24;FR*V75*EBELI*98;1;OP01;CON01;F1
FR*V75*EBELI*98*1*3;48.850209;2.3616674;trottoir;7/7-24/24;FR*V75*EBELI*98;1;OP01;CON01;F1
FR*W75*EVP*0004*0002;48.869353;2.3382066;trottoir;7/7-24/24;FR*W75*PVP*0004;1;OP02;CON03;F2
FR*W75*EVP*0006*0005;48.86502;2.344388;trottoir;7/7-24/24;FR*W75*PVP*0006;1;OP02;CON04;F2
FR*W75*EVP*0008*0005;48.8704209;2.3454538;chaussée;7/7-24/24;FR*W75*PVP*0008;1;OP02;CON03;F2
FR*W75*EVP*0019*0005;48.8512525;2.3564553;trottoir;7/7-24/24;FR*W75*PVP*0019;1;OP02;CON04;F2
FR*W75*EVP*0020*0001;48.8541989;2.345341;trottoir;7/7-24/24;FR*W75*PVP*0020;1;OP02;CON03;F2
FR*W75*EVP*0023*0001;48.8469;2.343399;trottoir;7/7-24/24;FR*W75*PVP*0023;1;OP02;CON03;F2
FR*W75*EVP*0029*0006;48.8415;2.338973;trottoir;7/7-24/24;FR*W75*PVP*0029;1;OP02;CON03;F2
FR*W75*EVP*0030*0003;48.8552045;2.3371078;chaussée;7/7-24/24;FR*W75*PVP*0030;1;OP02;CON03;F2
FR*W75*EVP*0034*0004;48.8425631;2.3363896;trottoir;7/7-24/24;FR*W75*PVP*0034;1;OP02;CON03;F2
FR*W75*EVP*0041*0005;48.8511276;2.3106373;trottoir;7/7-24/24;FR*W75*PVP*0041;1;OP02;CON03;F2
FR*W75*EVP*0043*0002;48.8508194;2.3237968;trottoir;7/7-24/24;FR*W75*PVP*0043;1;OP02;CON03;F2
FR*W75*EVP*0045*0005;48.85461;2.329982;trottoir;7/7-24/24;FR*W75*PVP*0045;1;OP02;CON04;F2
FR*W75*EVP*0046*0004;48.8561697;2.3080758;chaussée;7/7-24/24;FR*W75*PVP*0046;1;OP02;CON03;F2
FR*W75*EVP*0052*0005;48.870601;2.3226488;trottoir;7/7-24/24;FR*W75*PVP*0052;1;OP02;CON03;F2
FR*W75*EVP*0054*0006;48.878351;2.3044935;trottoir;7/7-24/24;FR*W75*PVP*0054;1;OP02;CON03;F2
FR*W75*EVP*0059*0002;48.883011;2.329596;trottoir;7/7-24/24;FR*W75*PVP*0059;1;OP02;CON03;F2
FR*W75*EVP*0065*0005;48.87357;2.3348418;trottoir;7/7-24/24;FR*W75*PVP*0065;1;OP02;CON03;F2
FR*W75*EVP*0067*0004;48.8723178;2.3387762;trottoir;7/7-24/24;FR*W75*PVP*0067;1;OP02;CON03;F2
FR*W75*EVP*0073*0002;48.87119;2.364206;trottoir;7/7-24/24;FR*W75*PVP*0073;1;OP02;CON03;F2
FR*W75*EVP*0078*0004;48.87517;2.348162;trottoir;7/7-24/24;FR*W75*PVP*0078;1;OP02;CON03;F2
FR*W75*EVP*0080*0001;48.8545026;2.370183;trottoir;7/7-24/24;FR*W75*PVP*0080;1;OP02;CON03;F2
FR*W75*EVP*0085*0002;48.86661;2.36784;trottoir;7/7-24/24;FR*W75*PVP*0085;1;OP02;CON03;F2
FR*W75*EVP*0087*0001;48.853661;2.3923486;trottoir;7/7-24/24;FR*W75*PVP*0087;1;OP02;CON03;F2
FR*W75*EVP*0087*0003;48.853661;2.3923486;trottoir;7/7-24/24;FR*W75*PVP*0087;1;OP02;CON03;F2
FR*W75*EVP*0093*0002;48.84154;2.389211;trottoir;7/7-24/24;FR*W75*PVP*0093;1;OP02;CON03;F2
FR*W75*EVP*0097*0005;48.8406851;2.400428;trottoir;7/7-24/24;FR*W75*PVP*0097;1;OP02;CON03;F2
FR*W75*EVP*0102*0004;48.8295778;2.3537665;chaussée;7/7-24/24;FR*W75*PVP*0102;1;OP02;CON03;F2
FR*W75*EVP*0111*0002;48.8328237;2.3624101;trottoir;7/7-24/24;FR*W75*PVP*0111;1;OP02;CON03;F2
FR*W75*EVP*0111*0004;48.8328237;2.3624101;trottoir;7/7-24/24;FR*W75*PVP*0111;1;OP02;CON03;F2
FR*W75*EVP*0115*0004;48.83171;2.379246;chaussée;7/7-24/24;FR*W75*PVP*0115;1;OP02;CON03;F2
FR*W75*EVP*0117*0002;48.83273;2.32608;trottoir;7/7-24/24;FR*W75*PVP*0117;1;OP02;CON03;F2
FR*W75*EVP*0117*0006;48.83273;2.32608;trottoir;7/7-24/24;FR*W75*PVP*0117;1;OP02;CON03;F2
FR*W75*EVP*0118*0002;48.8395108;2.3301676;trottoir;7/7-24/24;FR*W75*PVP*0118;1;OP02;CON03;F2
FR*W75*EVP*0121*0004;48.8318566;2.3202972;chaussée;7/7-24/24;FR*W75*PVP*0121;1;OP02;CON03;F2
FR*W75*EVP*0123*0004;48.83126;2.313088;trottoir;7/7-24/24;FR*W75*PVP*0123;1;OP02;CON03;F2
FR*W75*EVP*0124*0006;48.842173;2.323305;trottoir;7/7-24/24;FR*W75*PVP*0124;1;OP02;CON04;F2
FR*W75*EVP*0125*0001;48.827687;2.3330017;trottoir;7/7-24/24;FR*W75*PVP*0125;1;OP02;CON03;F2
FR*W75*EVP*0131*0003;48.8287264;2.2989061;trottoir;7/7-24/24;FR*W75*PVP*0131;1;OP02;CON03;F2
FR*W75*EVP*0133*0001;48.8439105;2.2796928;trottoir;7/7-24/24;FR*W75*PVP*0133;1;OP02;CON03;F2
FR*W75*EVP*0133*0002;48.8439105;2.2796928;trottoir;7/7-24/24;FR*W75*PVP*0133;1;OP02;CON03;F2
FR*W75*EVP*0136*0003;48.83731;2.278682;trottoir;7/7-24/24;FR*W75*PVP*0136;1;OP02;CON03;F2
FR*W75*EVP*0143*0001;48.8426446;2.3132661;trottoir;7/7-24/24;FR*W75*PVP*0143;1;OP02;CON03;F2
FR*W75*EVP*0144*0006;48.8478735;2.2847016;chaussée;7/7-24/24;FR*W75*PVP*0144;1;OP02;CON04;F2
FR*W75*EVP*0148*0003;48.87031;2.275537;trottoir;7/7-24/24;FR*W75*PVP*0148;1;OP02;CON03;F2
FR*W75*EVP*0149*0005;48.8534164;2.2685249;mixte;7/7-24/24;FR*W75*PVP*0149;1;OP02;CON03;F2
FR*W75*EVP*0152*0005;48.8735;2.284304;chaussée;7/7-24/24;FR*W75*PVP*0152;1;OP02;CON03;F2
FR*W75*EVP*0155*0001;48.8585701;2.2851211;mixte;7/7-24/24;FR*W75*PVP*0155;1;OP02;CON04;F2
FR*W75*EVP*0158*0005;48.867315;2.280347;trottoir;7/7-24/24;FR*W75*PVP*0158;1;OP02;CON03;F2
FR*W75*EVP*0159*0004;48.8478106;2.2636439;trottoir;7/7-24/24;FR*W75*PVP*0159;1;OP02;CON03;F2
FR*W75*EVP*0159*0006;48.8478106;2.2636439;trottoir;7/7-24/24;FR*W75*PVP*0159;1;OP02;CON03;F2
FR*W75*EVP*0165*0003;48.884737;2.321309;trottoir;7/7-24/24;FR*W75*PVP*0165;1;OP02;CON03;F2
FR*W75*EVP*0169*0004;48.881032;2.2956282;trottoir;7/7-24/24;FR*W75*PVP*0169;1;OP02;CON03;F2
FR*W75*EVP*0172*0001;48.876042;2.288446;trottoir;7/7-24/24;FR*W75*PVP*0172;1;OP02;CON03;F2
FR*W75*EVP*0177*0001;48.8913286;2.3385496;trottoir;7/7-24/24;FR*W75*PVP*0177;1;OP02;CON03;F2
FR*W75*EVP*0177*0005;48.8913286;2.3385496;trottoir;7/7-24/24;FR*W75*PVP*0177;1;OP02;CON03;F2
FR*W75*EVP*0178*0006;48.8948847;2.3355224;trottoir;7/7-24/24;FR*W75*PVP*0178;1;OP02;CON04;F2
FR*W75*EVP*0179*0005;48.8932768;2.3394999;trottoir;7/7-24/24;FR*W75*PVP*0179;1;OP02;CON04;F2
FR*W75*EVP*0196*0002;48.899335;2.371162;trottoir;7/7-24/24;FR*W75*PVP*0196;1;OP02;CON03;F2
FR*W75*EVP*0196*0006;48.899335;2.371162;trottoir;7/7-24/24;FR*W75*PVP*0196;1;OP02;CON04;F2
FR*W75*EVP*0207*0004;48.8650994;2.3963304;trottoir;7/7-24/24;FR*W75*PVP*0207;1;OP02;CON03;F2
FR*W75*EVP*0212*0006;48.830601;2.295769;trottoir;7/7-24/24;FR*W75*PVP*0212;1;OP02;CON03;F2
FR*W75*EVP*0213*0005;48.880958;2.310153;trottoir;7/7-24/24;FR*W75*PVP*0213;1;OP02;CON03;F2
FR*W75*EVP*0220*0004;48.863199;2.285751;trottoir;7/7-24/24;FR*W75*PVP*0220;1;OP02;CON03;F2
FR*W75*EVP*0223*0006;48.843354;2.321462;chaussée;7/7-24/24;FR*W75*PVP*0223;1;OP02;CON03;F2
FR*V75*EBELI*1*1*1;48.856074;2.3537;trottoir;7/7-24/24;FR*V75*EBELI*1;1;OP01;CON01;F1
FR*V75*EBELI*15*1*1;48.846261;2.374758;trottoir;7/7-24/24;FR*V75*EBELI*15;1;OP01;CON01;F1
FR*V75*EBELI*26*1*2;48.865311;2.343436;trottoir;7/7-24/24;FR*V75*EBELI*26;1;OP01;CON02;F1
FR*V75*EBELI*29*1*2;48.854058;2.34556;trottoir;7/7-24/24;FR*V75*EBELI*29;1;OP01;CON02;F1
FR*V75*EBELI*3*1*3;48.876162;2.286403;trottoir;7/7-24/24;FR*V75*EBELI*3;1;OP01;CON01;F1
FR*V75*EBELI*39*1*2;48.852664;2.31368;trottoir;7/7-24/24;FR*V75*EBELI*39;1;OP01;CON02;F1
FR*V75*EBELI*39*1*3;48.852664;2.31368;trottoir;7/7-24/24;FR*V75*EBELI*39;1;OP01;CON01;F1
FR*V75*EBELI*52*1*3;48.862024;2.31176;trottoir;7/7-24/24;FR*V75*EBELI*52;1;OP01;CON01;F1
FR*V75*EBELI*6*1*1;48.882794;2.382705;trottoir;7/7-24/24;FR*V75*EBELI*6;1;OP01;CON01;F1
FR*V75*EBELI*70*1*1;48.834082;2.405248;trottoir;7/7-24/24;FR*V75*EBELI*70;1;OP01;CON01;F1
FR*V75*EBELI*76*1*1;48.863602;2.27153;trottoir;7/7-24/24;FR*V75*EBELI*76;1;OP01;CON01;F1
FR*V75*EBELI*83*1*3;48.880421;2.398476;trottoir;7/7-24/24;FR*V75*EBELI*83;1;OP01;CON01;F1
FR*V75*EBELI*94*1*3;48.8336045;2.3891727;trottoir;7/7-24/24;FR*V75*EBELI*94;1;OP01;CON01;F1
FR*W75*EVP*0009*0001;48.868181;2.335097;trottoir;7/7-24/24;FR*W75*PVP*0009;1;OP02;CON03;F2
FR*W75*EVP*0015*0003;48.8623505;2.3648513;chaussée;7/7-24/24;FR*W75*PVP*0015;1;OP02;CON03;F2
FR*W75*EVP*0018*0003;48.8585045;2.3543751;trottoir;7/7-24/24;FR*W75*PVP*0018;1;OP02;CON03;F2
FR*W75*EVP*0025*0005;48.8420054;2.3430684;trottoir;7/7-24/24;FR*W75*PVP*0025;1;OP02;CON04;F2
FR*W75*EVP*0028*0005;48.8397733;2.3476575;trottoir;7/7-24/24;FR*W75*PVP*0028;1;OP02;CON03;F2
FR*W75*EVP*0039*0003;48.8512827;2.3129161;chaussée;7/7-24/24;FR*W75*PVP*0039;1;OP02;CON03;F2
FR*W75*EVP*0044*0004;48.8593659;2.3195393;trottoir;7/7-24/24;FR*W75*PVP*0044;1;OP02;CON03;F2
FR*W75*EVP*0046*0005;48.8561697;2.3080758;chaussée;7/7-24/24;FR*W75*PVP*0046;1;OP02;CON03;F2
FR*W75*EVP*0047*0004;48.87593;2.314194;trottoir;7/7-24/24;FR*W75*PVP*0047;1;OP02;CON03;F2
FR*W75*EVP*0050*0006;48.87006;2.312597;chaussée;7/7-24/24;FR*W75*PVP*0050;1;OP02;CON03;F2
FR*W75*EVP*0051*0006;48.8724475;2.3041662;trottoir;7/7-24/24;FR*W75*PVP*0051;1;OP02;CON04;F2
FR*W75*EVP*0056*0001;48.8795963;2.3263307;trottoir;7/7-24/24;FR*W75*PVP*0056;1;OP02;CON03;F2
FR*W75*EVP*0057*0002;48.87236;2.326167;trottoir;7/7-24/24;FR*W75*PVP*0057;1;OP02;CON03;F2
FR*W75*EVP*0057*0006;48.87236;2.326167;trottoir;7/7-24/24;FR*W75*PVP*0057;1;OP02;CON03;F2
FR*W75*EVP*0059*0004;48.883011;2.329596;trottoir;7/7-24/24;FR*W75*PVP*0059;1;OP02;CON03;F2
FR*W75*EVP*0062*0006;48.8716413;2.3338862;trottoir;7/7-24/24;FR*W75*PVP*0062;1;OP02;CON04;F2
FR*W75*EVP*0064*0003;48.8753135;2.332521;chaussée;7/7-24/24;FR*W75*PVP*0064;1;OP02;CON03;F2
FR*W75*EVP*0065*0002;48.87357;2.3348418;trottoir;7/7-24/24;FR*W75*PVP*0065;1;OP02;CON03;F2
FR*W75*EVP*0066*0006;48.875464;2.342083;trottoir;7/7-24/24;FR*W75*PVP*0066;1;OP02;CON03;F2
FR*W75*EVP*0069*0002;48.8791341;2.3560476;trottoir;7/7-24/24;FR*W75*PVP*0069;1;OP02;CON03;F2
FR*W75*EVP*0070*0002;48.87565;2.372715;chaussée;7/7-24/24;FR*W75*PVP*0070;1;OP02;CON03;F2
FR*W75*EVP*0071*0001;48.8750753;2.3523208;trottoir;7/7-24/24;FR*W75*PVP*0071;1;OP02;CON03;F2
FR*W75*EVP*0078*0001;48.87517;2.348162;trottoir;7/7-24/24;FR*W75*PVP*0078;1;OP02;CON03;F2
FR*W75*EVP*0081*0005;48.8584385;2.3800903;trottoir;7/7-24/24;FR*W75*PVP*0081;1;OP02;CON04;F2
FR*W75*EVP*0083*0001;48.8690795;2.371679;trottoir;7/7-24/24;FR*W75*PVP*0083;1;OP02;CON03;F2
FR*W75*EVP*0086*0003;48.8499672;2.387246;chaussée;7/7-24/24;FR*W75*PVP*0086;1;OP02;CON03;F2
FR*W75*EVP*0092*0002;48.8476733;2.377312;trottoir;7/7-24/24;FR*W75*PVP*0092;1;OP02;CON03;F2
FR*W75*EVP*0096*0001;48.8455775;2.3953738;trottoir;7/7-24/24;FR*W75*PVP*0096;1;OP02;CON04;F2
FR*W75*EVP*0100*0002;48.84071;2.409631;trottoir;7/7-24/24;FR*W75*PVP*0100;1;OP02;CON03;F2
FR*W75*EVP*0101*0005;48.8403578;2.378739;trottoir;7/7-24/24;FR*W75*PVP*0101;1;OP02;CON03;F2
FR*W75*EVP*0104*0006;48.8345242;2.353056;chaussée;7/7-24/24;FR*W75*PVP*0104;1;OP02;CON04;F2
FR*W75*EVP*0105*0002;48.8262319;2.3424498;trottoir;7/7-24/24;FR*W75*PVP*0105;1;OP02;CON03;F2
FR*W75*EVP*0105*0006;48.8262319;2.3424498;trottoir;7/7-24/24;FR*W75*PVP*0105;1;OP02;CON03;F2
FR*W75*EVP*0112*0001;48.8365583;2.3592348;trottoir;7/7-24/24;FR*W75*PVP*0112;1;OP02;CON03;F2
FR*W75*EVP*0114*0004;48.82325;2.354296;trottoir;7/7-24/24;FR*W75*PVP*0114;1;OP02;CON03;F2
FR*W75*EVP*0114*0005;48.82325;2.354296;trottoir;7/7-24/24;FR*W75*PVP*0114;1;OP02;CON04;F2
FR*W75*EVP*0116*0006;48.8231521;2.3753988;trottoir;7/7-24/24;FR*W75*PVP*0116;1;OP02;CON03;F2
FR*W75*EVP*0118*0001;48.8395108;2.3301676;trottoir;7/7-24/24;FR*W75*PVP*0118;1;OP02;CON03;F2
FR*W75*EVP*0119*0003;48.8348549;2.3297831;trottoir;7/7-24/24;FR*W75*PVP*0119;1;OP02;CON03;F2
FR*W75*EVP*0123*0003;48.83126;2.313088;trottoir;7/7-24/24;FR*W75*PVP*0123;1;OP02;CON03;F2
FR*W75*EVP*0125*0006;48.827687;2.3330017;trottoir;7/7-24/24;FR*W75*PVP*0125;1;OP02;CON03;F2
FR*W75*EVP*0128*0006;48.8230593;2.322823;trottoir;7/7-24/24;FR*W75*PVP*0128;1;OP02;CON04;F2
FR*W75*EVP*0130*0004;48.8483434;2.3010296;mixte;7/7-24/24;FR*W75*PVP*0130;1;OP02;CON03;F2
FR*W75*EVP*0132*0002;48.8370178;2.2986736;chaussée;7/7-24/24;FR*W75*PVP*0132;1;OP02;CON03;F2
FR*W75*EVP*0136*0002;48.83731;2.278682;trottoir;7/7-24/24;FR*W75*PVP*0136;1;OP02;CON03;F2
FR*W75*EVP*0138*0001;48.8471694;2.2953347;mixte;7/7-24/24;FR*W75*PVP*0138;1;OP02;CON03;F2
FR*W75*EVP*0139*0002;48.8338872;2.3081344;trottoir;7/7-24/24;FR*W75*PVP*0139;1;OP02;CON03;F2
FR*W75*EVP*0139*0004;48.8338872;2.3081344;trottoir;7/7-24/24;FR*W75*PVP*0139;1;OP02;CON03;F2
FR*W75*EVP*0142*0006;48.8447061;2.3198109;trottoir;7/7-24/24;FR*W75*PVP*0142;1;OP02;CON04;F2
FR*W75*EVP*0144*0001;48.8478735;2.2847016;chaussée;7/7-24/24;FR*W75*PVP*0144;1;OP02;CON03;F2
FR*W75*EVP*0146*0003;48.8724415;2.2915577;trottoir;7/7-24/24;FR*W75*PVP*0146;1;OP02;CON03;F2
FR*W75*EVP*0148*0006;48.87031;2.275537;trottoir;7/7-24/24;FR*W75*PVP*0148;1;OP02;CON04;F2
FR*W75*EVP*0150*0003;48.8669712;2.2858795;trottoir;7/7-24/24;FR*W75*PVP*0150;1;OP02;CON03;F2
FR*W75*EVP*0151*0005;48.8602593;2.2740467;trottoir;7/7-24/24;FR*W75*PVP*0151;1;OP02;CON03;F2
FR*W75*EVP*0152*0001;48.8735;2.284304;chaussée;7/7-24/24;FR*W75*PVP*0152;1;OP02;CON03;F2
FR*W75*EVP*0154*0004;48.8658188;2.2762194;mixte;7/7-24/24;FR*W75*PVP*0154;1;OP02;CON03;F2
FR*W75*EVP*0154*0006;48.8658188;2.2762194;mixte;7/7-24/24;FR*W75*PVP*0154;1;OP02;CON03;F2
FR*W75*EVP*0157*0005;48.8478478;2.2723059;trottoir;7/7-24/24;FR*W75*PVP*0157;1;OP02;CON03;F2
FR*W75*EVP*0161*0005;48.8794622;2.2899947;trottoir;7/7-24/24;FR*W75*PVP*0161;1;OP02;CON04;F2
